scafnum	widx	chrom	start	end	mid	fst	var_jk	genes	t	fbin	N_bin	tcrit	outlier
4	27	SCAF_4	22901287	23538468	23219877.5	0.587630922502641	0.000634312472789145	usp43a,septin9b,tnrc6c2,LOC140377458,rhbdl3,rhot1b,LOC140377415,tefm,LOC140377774,rab11fip4b,LOC140377674,misp3,palm3,plppr2b,rab3da,tspan34a,nfixa	-0.763420079344726	0.55	91	3.36155570775314	FALSE
4	28	SCAF_4	23581275	24068603	23824939	0.667868807890662	0.000614918610321996	LOC140377667,keap1b,cdkn2d,ldlrb,mast1a,LOC140377816,LOC140377646,LOC140377996,septin3,atf7ip,grin2bb,nfam1,LOC140378219,LOC140378220,LOC140377997,rbfox2,LOC140377423,LOC140377502,chic2,LOC140377488,kitb,LOC140377562	-0.00704611753632424	0.65	223	3.63025993962302	FALSE
4	29	SCAF_4	24073981	24527451	24300716	0.663679986087369	0.000864388517688431	exoc1l,smc2,ecpas,ptprdb,allc,tyrp1b,LOC140377176,adgrl3.1	-0.0460584353599357	0.65	223	3.63025993962302	FALSE
4	30	SCAF_4	24529045	24619259	24574152	0.588216427956524	0.000919556683543926	gtf2e2,LOC140377950	-0.748474010666446	0.55	91	3.36155570775314	FALSE
4	31	SCAF_4	24621385	25526195	25073790	0.583855703275666	0.000746121226924793	LOC140377950,pcdh7a,crmp1,ppp2r2ca,ank2a,camk2d2,polq,LOC140377999,pax5,zcchc7,pgm2,fam114a1,klhl5,wdr19,rfc1,lias,map9,pds5a,n4bp2,chrna9a,slit2	-0.795068009360327	0.55	91	3.36155570775314	FALSE
4	32	SCAF_4	25526701	26099068	25812884.5	0.682049256796543	0.000577891406887405	slit2,fam184b,apbb2b,LOC140378003,rbm47,LOC140377325,mttp,LOC140377482,acer2,rps6,LOC140377746,LOC140378101,dnaja1,ambn,cnga1a,tacr3a,bdh2,suclg1	0.126953727323563	0.65	223	3.63025993962302	FALSE
4	33	SCAF_4	26100805	26675533	26388169	0.672663873887549	0.000685730833374349	ctnna2	0.0380748122605812	0.65	223	3.63025993962302	FALSE
4	34	SCAF_4	26676657	27653617	27165137	0.777894622511426	0.000396920544477329	ctnna2,mettl14,prss12,ndst3,ugt8,spock3,slc44a1a,dlc1,cabp4,doc2g,tmem134,aip,LOC140378009,ankrd49,usp53b,gucy1b1,helt,acsl1a	1.04118305190391	0.75	143	3.49876676547149	FALSE
4	35	SCAF_4	27673557	28373375	28023466	0.700737052981326	0.000355045541550177	LOC140377838,LOC140377814,glb1,ccdc86,rnf24,smox,fbxo41,LOC140377813,LOC140377230,mxd4,cxxc4,arhgef38,gstcd,npnta	0.306628306989868	0.7	270	3.68590298861305	FALSE
4	36	SCAF_4	28373555	29021393	28697474	0.744053599123143	0.000494028833443508	npnta,aimp1a,LOC140377262,tbck,papss1,lef1,dnajb14,snapc3,rsph3,bnc2,sh3gl2a	0.715606988684287	0.7	270	3.68590298861305	FALSE
4	37	SCAF_4	29021696	29516770	29269233	0.744809183661376	0.000508819125518791	bnc2,sh3gl2a,cntln,foxe1,LOC140378013,LOC140378015,trmo,coro2aa,uso1,pkd2,abcg2d,herc3	0.722293996176219	0.7	270	3.68590298861305	FALSE
4	38	SCAF_4	29520277	30045979	29783128	0.795177022004059	0.00035033124460651	herc3,fam13a,LOC140377725,tbc1d9,rnf150a,znf330,inpp4b,gab1	1.20840349714007	0.75	143	3.49876676547149	FALSE
4	39	SCAF_4	30062873	30818474	30440673.5	0.771717591176583	0.000427494989258385	gab1,smarca5,frem3,hhip,znf827,pou4f2	0.980969445237091	0.75	143	3.49876676547149	FALSE
4	40	SCAF_4	30821204	31599839	31210521.5	0.746100389552447	0.000452111782091412	ednraa,prmt9,arhgap10,nr3c2,dclk2a,lrba	0.736413056394441	0.7	270	3.68590298861305	FALSE
4	41	SCAF_4	31626068	32208069	31917068.5	0.702286733809817	0.000593204957159325	lrba,rps3a,sh3d19,fhip1aa,gatb,fbxw7,tmem154,marchf1,tmem192,LOC140378235,uchl1	0.317989418254864	0.7	270	3.68590298861305	FALSE
4	42	SCAF_4	32212385	32929881	32571133	0.692553543323785	0.000645063588340929	anxa5b,prom1b,lap3,fbxl18,ptcd1,klhl2,msmo1,cpe,tll1,stox2a,casp3a,sart1,pcm1,asah1b,frg1	0.225548316626475	0.65	223	3.63025993962302	FALSE
4	43	SCAF_4	32941485	33722013	33331749	0.705301981315428	0.000494412051190444	fat1a,mtnr1aa,LOC140377011	0.348001922451401	0.7	270	3.68590298861305	FALSE
4	44	SCAF_4	33722701	35197374	34460037.5	0.760135476581446	0.000432259687680382	LOC140377011,pdlim3b,LOC140377527,ift27,LOC140377232,tab1,LOC140378184,LOC140377918,LOC140378100,rps19bp1,LOC140377266,tmprss6,mgat3b,LOC140377281,soul5l,gpr108,LOC140377541,ubn1,LOC140378194,LOC140378108,gaa2,LOC140378021,LOC140378300,txndc11,LOC140378306,LOC140378022,ears2,LOC140378023,LOC140378308	0.870583029547516	0.75	143	3.49876676547149	FALSE
4	45	SCAF_4	35202025	36042540	35622282.5	0.77747848106039	0.000462276115788059	LOC140378308,LOC140378292,LOC140378025,LOC140378307,fgg,dchs2,fam193a,fhdc1,LOC140378293,tmem131l,LOC140378310,LOC140378309,LOC140377237,LOC140378027,LOC140377102,cacng3a,LOC140377020,cacna1hb	1.0341549531974	0.75	143	3.49876676547149	FALSE
4	46	SCAF_4	36044345	36840396	36442370.5	0.650664908856564	0.000756257572110655	cacna1hb,chtf18,slc5a10,ern2,gna12a,LOC140377271	-0.168306908865752	0.65	223	3.63025993962302	FALSE
4	47	SCAF_4	36840615	37750291	37295453	0.738674748947183	0.000390197892446748	LOC140378029,LOC140378030,LOC140378150,LOC140378031,foxk1,radil,LOC140377522,arpc1b,arpc1a,abcg2b	0.667709641155997	0.7	270	3.68590298861305	FALSE
4	48	SCAF_4	37751643	38305795	38028719	0.711540873981581	0.000553634521072709	LOC140377369,LOC140378032	0.406102624111641	0.7	270	3.68590298861305	FALSE
4	49	SCAF_4	38307940	38803076	38555508	0.772455117385777	0.000325597352053707	LOC140378032,alkbh5,LOC140377631,LOC140377702,LOC140378198,LOC140378034,LOC140378036,LOC140378037,pin1,LOC140378213,sh2d3a,trip10b	0.992575274094168	0.75	143	3.49876676547149	FALSE
4	50	SCAF_4	38808294	40460716	39634505	0.789310220977274	0.000379471210826888	LOC140378081,LOC140376999,palb2,iqce,ttyh3b,LOC140378043,LOC140378044,LOC140377597,LOC140378228,yju2b,wdr83,LOC140378092,man2b1,trmt1,nacc1b,stx10,cacna1ab,mfng	1.15085988134005	0.75	143	3.49876676547149	FALSE
4	51	SCAF_4	40464548	41253807	40859177.5	0.637381676570535	0.000710734070721798	LOC140377276,gtpbp1l,psen2,dpy30,LOC140378047,slc8a1a,LOC140377535,pgap4,tpcn3,rcor3,LOC140378048,pex6,LOC140377565	-0.293438983237205	0.6	145	3.50292622822017	FALSE
4	52	SCAF_4	41254089	42871971	42063030	0.591808343291893	0.00065849564715152	LOC140377565,slc22a7a,LOC140377870,LOC140377900,rrp36,LOC140378052,map1lc3c,rbm34,LOC140377895,tbce,LOC140377886,LOC140377869,LOC140377880,gpr137bb,ero1b,LOC140377883,aplf,LOC140377878,prokr1a,kif16ba	-0.723263978876432	0.55	91	3.36155570775314	FALSE
5	0	SCAF_5	470357	2654878	1562617.5	0.682284570959208	0.000951508127623361	map1aa,tp53bp1,cdkn2aip,LOC140380964,LOC140381530,LOC140380795,LOC140380800,serinc4,adamtsl5,prc1b,slc6a5,prmt3,LOC140381484	0.12707482924635	0.65	223	3.63025993962302	FALSE
5	1	SCAF_5	2665619	3134436	2900027.5	0.798311008386027	0.000480506303824415	LOC140381488,shank2b,LOC140381536,LOC140381537,LOC140381113,LOC140381121,LOC140381538,LOC140380629,LOC140381485	1.23104368900887	0.75	143	3.49876676547149	FALSE
5	2	SCAF_5	3156561	3959061	3557811	0.634697327850077	0.000663682815840665	LOC140380629,LOC140381066,chst1,madd,bbox1,LOC140381147,luzp2	-0.319321846319453	0.6	145	3.50292622822017	FALSE
5	3	SCAF_5	3963275	4633824	4298549.5	0.694771834692487	0.000583761721410221	lingo1b,kcnq1.1	0.247122917501806	0.65	223	3.63025993962302	FALSE
5	4	SCAF_5	4640246	5674693	5157469.5	0.772498893461788	0.000405704800676536	trpm5,ttc17,hsd17b12b,lrrc4cb,LOC140381709,slc1a2a,celf1,vps35,fah,arnt2	0.989379494275351	0.75	143	3.49876676547149	FALSE
5	5	SCAF_5	5674874	6687603	6181238.5	0.713825390701026	0.000549121143079324	cemip,minar1,adamts17,tollip,LOC140381562,lrrk1,vstm2b	0.427802155076046	0.7	270	3.68590298861305	FALSE
5	6	SCAF_5	6729226	7454611	7091918.5	0.694983263177312	0.000468740721959373	LOC140381609,rasl12,shcbp1,tssc4,ano9b,pkp3b,cd81a	0.250409308761036	0.65	223	3.63025993962302	FALSE
5	7	SCAF_5	7454853	8157639	7806246	0.749235518792326	0.000430386620856126	LOC140381062,LOC140381201,ccne1,znf536	0.766962126367444	0.7	270	3.68590298861305	FALSE
5	8	SCAF_5	8163235	9422501	8792868	0.674599516869486	0.000560491690412844	znf536,tshz3b,znf507,dpy19l3,LOC140381576	0.0565943953840077	0.65	223	3.63025993962302	FALSE
5	9	SCAF_5	9422502	9999123	9710812.5	0.791420565417115	0.0003828804367557	LOC140381576,mtss1lb,dhcr7,mmp15b,LOC140380700	1.17080121624877	0.75	143	3.49876676547149	FALSE
5	10	SCAF_5	9999340	11297193	10648266.5	0.728427616498421	0.000377137588847328	slc30a4,bloc1s6,LOC140381372,mtch2,plekho2,rwdd3,pcsk6,LOC140380930,nhsb,LOC140380891,cunh15orf48,afg2b,LOC140380976,dtwd1,LOC140380978,fgf7,secisbp2l,fbn1,dut,slc12a1,rnf128a	0.570386140377644	0.7	270	3.68590298861305	FALSE
5	11	SCAF_5	11358853	12119593	11739223	0.757917559448255	0.000416575115434666	dmxl2,gldn,tnfaip8l3,scg3	0.8500885451566	0.75	143	3.49876676547149	FALSE
5	12	SCAF_5	12127257	13487167	12807212	0.720762737053867	0.000460097240675744	scg3,leo1,mapk6,LOC140381499,usp8,hdc,LOC140381390,pde8a,LOC140381157,whamm,homer2,LOC140380867,zrsr2,ap1s2,phka2,LOC140380703,ppef1,rs1a,LOC140381148,LOC140381055,LOC140381127	0.495426065315607	0.7	270	3.68590298861305	FALSE
5	13	SCAF_5	13487221	14000824	13744022.5	0.613238725503961	0.000790694700736598	pcdh17,LOC140381587	-0.518432706771879	0.6	145	3.50292622822017	FALSE
5	14	SCAF_5	14001698	14833225	14417461.5	0.647821691515838	0.00068515273867645	LOC140381587,tdrd3,pcdh20,LOC140381693	-0.195577291748223	0.6	145	3.50292622822017	FALSE
5	15	SCAF_5	14843778	15499191	15171484.5	0.573046188434108	0.00056062156063696	LOC140381693,pou4f1,cyp27c1,LOC140381680,gtf2f2a,wdsub1,baz2ba	-0.90387058912388	0.55	91	3.36155570775314	FALSE
5	16	SCAF_5	15503939	16502598	16003268.5	0.660028849020534	0.000740844999400294	marchf7,ly75,pla2r1,itgb6,rbms1a,fn1b,LOC140380706,tmem39a,LOC140381149,LOC140381192,tgfbrap1,cul4a,lamp1a,grtp1a,tmco3,grk1a,LOC140381117,gas6,rasa3,tpp2,mettl21ca,ercc5,trmt10c,gpc5a,gpc6a	-0.0805646893913763	0.65	223	3.63025993962302	FALSE
5	17	SCAF_5	16502932	17121185	16812058.5	0.599548263395183	0.000518759247034611	gpc6a,lmo7b,slc5a7a,LOC140380657,nsun3,cdh16,LOC140381346,cbfa2t3,acsf3,ankrd11	-0.654447387532794	0.55	91	3.36155570775314	FALSE
5	18	SCAF_5	17121200	18123016	17622108	0.703221695292135	0.000715078954838721	ankrd11,slc22a31,dpep1,LOC140381150,LOC140381741,dhodh,pkd1l3,kif18a,lgr4,mybpc3,spi1b,slc39a13,tmem276b,gas2b,slc17a6b,LOC140380876,igdcc3,strc1,fam189a1,tjp1a	0.325057300755779	0.7	270	3.68590298861305	FALSE
5	19	SCAF_5	18128020	19134827	18631423.5	0.57062838991996	0.000533298136338824	tjp1a,sdhaf2,sord,apba2b,syt7b,ext2,alx4a,plekha7b,sox6,calca,cyp2r1,pde3b,copb1,rras2,tub,ric3a,lmo1,trim66,dennd2b,scube2,sinhcafl,dennd5a	-0.927872066404925	0.55	91	3.36155570775314	FALSE
5	20	SCAF_5	19165529	19796066	19480797.5	0.643502919420671	0.000543168414875196	sbf2,LOC140381106,ctr9,eif4g2a,galnt18b,LOC140380839,greb1,spata17,esrrga,ush2a	-0.237694981436145	0.6	145	3.50292622822017	FALSE
5	21	SCAF_5	19800435	20133633	19967034	0.691043708678194	0.00050173172139999	ush2a,kctd3,LOC140381751,krtcap3,LOC140381548,kif28,ahctf1,LOC140381420,kif26ba,smyd3,cnsta,LOC140381098,gcfc2,itsn2b,eva1a,xkr5b,ctsba,efcab2,kcnk2a	0.212679803683248	0.65	223	3.63025993962302	FALSE
5	22	SCAF_5	20134785	20682812	20408798.5	0.565414476123746	0.000593932650554144	cenpf,galnt2,urb2,abcb10,ccsapb,pdcd2,mis12,dldh,rufy2,LOC140380973,dna2,hk1,kifbp,ddx21,chs1,LOC140380623	-0.974598421247712	0.55	91	3.36155570775314	FALSE
5	23	SCAF_5	20685258	21491186	21088222	0.699350798860921	0.00056192421528147	LOC140380623,myom2b,immp1l,elp4,pax6b,rcn1,prrg4,qser1,depdc7a,kiaa1549lb,spon1a,syt9a,ppfibp2a,mafa	0.290668244276736	0.65	223	3.63025993962302	FALSE
5	24	SCAF_5	21492924	22127345	21810134.5	0.678255764558727	0.000736023997005552	LOC140381638,cox4i1,LOC140381651,gse1b,foxf1,mthfsd,dbndd1,LOC140381666,def8,tcf25,mvda,pdcd5,uraha,LOC140381654,LOC140381640,kif7,LOC140381641,furina,LOC140381366,LOC140381365	0.0904669648894724	0.65	223	3.63025993962302	FALSE
5	25	SCAF_5	22137409	23024392	22580900.5	0.511508258775711	0.000687320734673931	slc38a7,LOC140380925,LOC140381370,cmtr2,prtga,nedd4a,mns1,znf280d,tcf12,cgnl1,aldh1a2,lipca,adam10a,rnf111,myo1ea,ap1g1,phlpp2,crispld2,zfhx3b	-1.47753122651454	0.5	38	3.08510909216493	FALSE
5	26	SCAF_5	23024394	23562337	23293365.5	0.481729978949068	0.000500509737589794	dhx38,cpne7,gcshb,kars1,nfat5b,LOC140381259,usp47,mical2a,tead1b,LOC140380820,LOC140381436,ddias,il4r.1,nip7,zdhhc7,slc7a9,mdga1	-1.77228641969769	0.45	31	3.01821727293924	FALSE
5	27	SCAF_5	23565658	24455031	24010344.5	0.661452631238921	0.000862235808428393	mdga1,esrp2,tln2a,LOC140381176,LOC140381118,LOC140381457,wdr76,sema4ba,LOC140381433,LOC140380937,gnb5b,myo5aa	-0.0668499461819613	0.65	223	3.63025993962302	FALSE
5	28	SCAF_5	24462363	25306626	24884494.5	0.675460505323138	0.000548282322847887	atosa,LOC140381675,igdcc4,loxl1,insyn1,cd276,LOC140381001,LOC140380998,chrna3,LOC140380669,rec114,hcn4	0.0647728245994387	0.65	223	3.63025993962302	FALSE
5	29	SCAF_5	25307674	25538704	25423189	0.543898002103476	0.000755710954024075	hcn4,LOC140381618,LOC140380718,LOC140380781,pkma,LOC140381343,celf6	-1.16938739059051	0.5	38	3.08510909216493	FALSE
5	30	SCAF_5	25538913	26152774	25845843.5	0.681807600946394	0.000447281458871339	celf6,slc12a4,slc6a2,lpcat2,irx6a,fto	0.125403527281154	0.65	223	3.63025993962302	FALSE
5	31	SCAF_5	26155346	27074398	26614872	0.720667323886486	0.000510586675485339	fto,chd9,LOC140381195,tox3,sall1a,gpib,garre1,LOC140381756,LOC140381758	0.493396613487217	0.7	270	3.68590298861305	FALSE
5	32	SCAF_5	27109166	28019227	27564196.5	0.669892026707193	0.000673147289391262	LOC140381517,ulk3,LOC140380831,LOC140381571,LOC140380690,fam219b,LOC140380661,sv2ba,igf1rb,LOC140381413,LOC140381419,LOC140381412,ntrk3b	0.012011564929591	0.65	223	3.63025993962302	FALSE
5	33	SCAF_5	28023333	28989366	28506349.5	0.711564084014668	0.000496515245322554	ntrk3b,mrpl46,pdpr,pnoca,kif13ba,LOC140381108,eprs1,LOC140381059,LOC140381040,LOC140381306,abcc12,LOC140380771,cep89,rhpn2,neto2a	0.407364856681565	0.7	270	3.68590298861305	FALSE
5	34	SCAF_5	28989434	29707527	29348480.5	0.728335925682496	0.00048014201671205	neto2a,itfg1,phkb,adamts18	0.566862931109562	0.7	270	3.68590298861305	FALSE
5	35	SCAF_5	29707586	30228601	29968093.5	0.65105289912702	0.000739256915644667	cdh8	-0.164792280698252	0.65	223	3.63025993962302	FALSE
5	36	SCAF_5	30231674	31205678	30718676	0.767152820488818	0.000443939806781535	adgrg1,slc7a6,LOC140380724,ccdc102a,txlng,rbbp7,bnc1,sh3gl3a,adamtsl3,efl1	0.936840601645069	0.75	143	3.49876676547149	FALSE
5	37	SCAF_5	31207047	32402190	31804618.5	0.737622516088773	0.000443609036955368	efl1,mesd,LOC140381031,pop4,LOC140381032,cngb1a,kifc3,plekhg4,slc9a5,fhod1,cebpg,cebpa	0.656091573272668	0.7	270	3.68590298861305	FALSE
5	38	SCAF_5	32440285	33528297	32984291	0.632547134002404	0.00112601004026303	LOC140380874,wdr59,nob1,cog8,LOC140381579,crybgx,cars1,pex16,arfgap2,LOC140381550,LOC140380736,LOC140380836,cttn,LOC140381446,lrp4,LOC140380737,mapk8ip1b	-0.332814337026556	0.6	145	3.50292622822017	FALSE
5	39	SCAF_5	33529356	34609288	34069322	0.755322915911259	0.000436284733283884	mapk8ip1b,LOC140381214,LOC140381244,zdhhc1,hsd11b2,idh3a,katnb1,LOC140381225,dis3l,LOC140381215,dapk2a,rab11a,herc1,LOC140381240,kmt5b,LOC140381512,gabarapl2,LOC140380742,LOC140381253	0.824653359696879	0.75	143	3.49876676547149	FALSE
5	40	SCAF_5	34638640	35529195	35083917.5	0.703083648789409	0.000514450031605269	LOC140381253,vps13c,galr1b,LOC140381217,LOC140380743,LOC140381146,large2,LOC140381269	0.326664749082034	0.7	270	3.68590298861305	FALSE
5	41	SCAF_5	35534311	36293691	35914001	0.786520374192529	0.0003897591598315	LOC140381282,jph3a,aph1b,LOC140381276,otog,ctsd,LOC140381274,ero1a,pacsin3,LOC140380748,LOC140381692,LOC140380749,LOC140380848,LOC140381483,LOC140380842,LOC140381520,mpped2a,zdhhc13,csrp3,e2f8,nav2a	1.12373239128818	0.75	143	3.49876676547149	FALSE
5	42	SCAF_5	36298341	37661125	36979733	0.686248995853533	0.000720671920384436	nav2a,LOC140381605,LOC140380655,LOC140381600,fgf19,fgf3,ccnd1,brca2,LOC140381749	0.165590661850418	0.65	223	3.63025993962302	FALSE
5	43	SCAF_5	37664465	38333126	37998795.5	0.700954976700382	0.000413618159934975	map2k5,LOC140381594,LOC140381074,uacab	0.307888020815984	0.7	270	3.68590298861305	FALSE
5	44	SCAF_5	38333947	38909125	38621536	0.600696484488182	0.000865642753902351	tle3b,LOC140380752,paqr5b,LOC140380883	-0.633773678012861	0.6	145	3.50292622822017	FALSE
5	45	SCAF_5	38929808	39260296	39095052	0.363135068419498	0.000313278560991823	LOC140381734,LOC140380755,LOC140380756,anp32a,coro2ba	-2.92165562508966	0.35	8	2.54368881914556	FALSE
5	46	SCAF_5	39260421	39917627	39589024	0.66729366918684	0.000665680501845593	coro2ba,itga11a,adamts7,cln6a,trip4	-0.0124443824721951	0.65	223	3.63025993962302	FALSE
5	47	SCAF_5	39922192	41129389	40525790.5	0.582754671111422	0.000875341046972166	znf609b,gramd2aa,myo9aa,LOC140381393,neo1a	-0.800855992586955	0.55	91	3.36155570775314	FALSE
5	48	SCAF_5	41158594	42319618	41739106	0.621565732057111	0.000779417340070698	LOC140381698,csnk1g1,LOC140381358,ddb1,tspan4a	-0.440693994637135	0.6	145	3.50292622822017	FALSE
6	0	SCAF_6	13108	2843865	1428486.5	0.62550350071241	0.000424114154497192	LOC140347058,med27,LOC140347253,LOC140346720,LOC140347277,bmp3,snapc4,abca2,abcb9,LOC140346369,nudt12,LOC140347289,adamtsl2,mymk,ptrh1,tor2a,cep120,p2rx7,cfap251,znf608,gramd2b,LOC140346765,snx2,sncaip,LOC140346766,shld3,LOC140346583	-0.410255523528945	0.6	145	3.50292622822017	FALSE
6	1	SCAF_6	2847440	3450440	3148940	0.542956465019066	0.000783511622043769	LOC140346583,LOC140346469,LOC140347057,LOC140346477,LOC140346706,LOC140347090,lrrc2,LOC140347082,LOC140347096,LOC140347084,c5,LOC140347089,ciz1b	-1.17677831038209	0.5	38	3.08510909216493	FALSE
6	2	SCAF_6	3460927	4457619	3959273	0.737565700410921	0.00048411670453187	brd3b,grin1b,dok2,LOC140346782,qsox2,cfap77,tsc1a,antxr2a,LOC140346789,paqr3a,bmp2k	0.654354465165926	0.7	270	3.68590298861305	FALSE
6	3	SCAF_6	4475940	5269216	4872578	0.722824615492608	0.000544680197260304	bmp2k,fam151b,LOC140346507,LOC140346509,fras1,cnot6l,eeig1a,slc25a25a,LOC140346616,LOC140347129,LOC140347007	0.513060284582748	0.7	270	3.68590298861305	FALSE
6	4	SCAF_6	5295070	6232933	5764001.5	0.757722298997153	0.000457724526445263	LOC140347401,LOC140347323,LOC140346977,wdr31	0.846652774855605	0.75	143	3.49876676547149	FALSE
6	5	SCAF_6	6239464	6905514	6572489	0.659534264726466	0.000667970435154271	LOC140346823,LOC140346549,LOC140346833	-0.0854797062970168	0.65	223	3.63025993962302	FALSE
6	6	SCAF_6	6905606	7291872	7098739	0.593741388277053	0.000580250028380533	LOC140346833,LOC140346834,egflam,LOC140346835,LOC140346936,nipbla,ndc80,LOC140347149	-0.707519995998915	0.55	91	3.36155570775314	FALSE
6	7	SCAF_6	7298140	7523954	7411047	0.493494387462155	0.000662419757297829	golm1,LOC140347302,naa35,agtpbp1,LOC140346679,ntrk2a	-1.64876101658602	0.45	31	3.01821727293924	FALSE
6	8	SCAF_6	7524074	8026032	7775053	0.571999696825386	0.000797320415579767	ntrk2a,hnrnpk,rmi1,qng1,LOC140346851,LOC140346852,gkap1,LOC140346853,fem1c,LOC140346913,LOC140346542	-0.904245633876033	0.55	91	3.36155570775314	FALSE
6	9	SCAF_6	8027140	8649647	8338393.5	0.665514664460817	0.000752051045887849	rasef,LOC140347575,LOC140346713,LOC140347580,LOC140347579,LOC140347581,araf,LOC140346527,LOC140346552,lrp13,LOC140346387,rchy1,LOC140347614,LOC140346863	-0.0290801616664569	0.65	223	3.63025993962302	FALSE
6	10	SCAF_6	8651546	9077375	8864460.5	0.613361782424267	0.000707309309393857	erlin2,ch25hl3,bmp10,arhgap25,cds2,LOC140346386,niban2b,stxbp1b,LOC140346869	-0.519181311065689	0.6	145	3.50292622822017	FALSE
6	11	SCAF_6	9081442	9317112	9199277	0.678814926096317	0.000518009708639196	LOC140346869,noxa1,dpp7,man1b1b,LOC140346870,LOC140346871,cacna1ba	0.0966466618247124	0.65	223	3.63025993962302	FALSE
6	12	SCAF_6	9322931	9588194	9455562.5	0.441528592376216	0.000916988961415385	cacna1ba,ehmt1a,arrdc1a,LOC140347148,LOC140347416,nelfb	-2.1142954447998	0.4	12	2.69175538018399	FALSE
6	13	SCAF_6	9588203	9923347	9755775	0.517302053819348	0.000950353942697189	LOC140346528,fgf17,fkbp15b,ccn1l2,LOC140347409,LOC140346626,bcl2l16,glipr2	-1.40677318245474	0.5	38	3.08510909216493	FALSE
6	14	SCAF_6	9926151	10151387	10038769	0.630101118151028	0.00066065045669755	crb2b,ercc6l	-0.362641331163595	0.6	145	3.50292622822017	FALSE
6	15	SCAF_6	10158631	10802635	10480633	0.718154024472269	0.000546760393017586	lhx2b,adgrd2,nr5a1a,nr6a1a,LOC140346892,golga1,LOC140346610	0.468811859619041	0.7	270	3.68590298861305	FALSE
6	16	SCAF_6	10809312	11263395	11036353.5	0.785167988534157	0.000501963041688981	LOC140346437,slc4a5a,LOC140347297,tacr1a,ncaph,vamp8,vamp5,gcn1,LOC140347299,citb	1.10522490881311	0.75	143	3.49876676547149	FALSE
6	17	SCAF_6	11263403	11541976	11402689.5	0.659655892306179	0.000556152511953747	citb,mtmr3,cux2b	-0.0847557442148214	0.65	223	3.63025993962302	FALSE
6	18	SCAF_6	11542010	11834920	11688465	0.735825565817497	0.000342343721382944	cux2b,LOC140346973,anapc7,atp2a2a,ift81,LOC140346441,specc1la	0.641951771856658	0.7	270	3.68590298861305	FALSE
6	19	SCAF_6	11835365	12153318	11994341.5	0.498761662355618	0.000570266317663069	adora2aa,upb1,gucd1,zbtb26,susd1,npffr1l2,hk2,add2	-1.60574159142541	0.45	31	3.01821727293924	FALSE
6	20	SCAF_6	12156448	12567084	12361766	0.696585450526152	0.000562634471490646	add2,snrnp27,mxd1,neff1,tet3,ap3m2,kat6a,cdca2,sema4c	0.264507429884374	0.65	223	3.63025993962302	FALSE
6	21	SCAF_6	12568761	13417130	12992945.5	0.727985533254266	0.00049126099426035	ap3m2,tbx1,gnb1l,txnrd2.2,arvcfb,tango2,dgcr8,zdhhc8b	0.563254957649918	0.7	270	3.68590298861305	FALSE
6	22	SCAF_6	13422582	13886150	13654366	0.646641077977325	0.000695528747167867	zdhhc8b,pgam5,LOC140347040,chfr,fbrsl1	-0.20658675820735	0.6	145	3.50292622822017	FALSE
6	23	SCAF_6	13888130	14555980	14222055	0.789069288301613	0.000355796707115762	galnt9,htr7c,piwil2,LOC140347402,idua,LOC140347241,pxnb,ctu1,LOC140346948,msi1b,pla2g1b,hps4,mlec,cabp1a,vsig8b,dock5	1.14980067410502	0.75	143	3.49876676547149	FALSE
6	24	SCAF_6	14561234	15333113	14947173.5	0.658800263670149	0.00085736811258605	dock5,cabin1,tbx16,klhl22,fgfr1a,lgi3,chmp7,ccdc92,ncor2,ep400,adgrd1,stx2b,mfsd3,rorb,trpm6,lsm1,aebp1b,npc1l1,LOC140346989,hpdb	-0.0916230723797635	0.65	223	3.63025993962302	FALSE
6	25	SCAF_6	15343225	15812473	15577849	0.462787842708347	0.000405619301229009	aplnra,LOC140346657,sf3a1,ccdc157,LOC140346624,dtx1,slc20a1a,vgll4l,syn1,gapvd1,pbx3b,LOC140347266	-1.96030200334924	0.45	31	3.01821727293924	FALSE
6	26	SCAF_6	15812764	16505384	16159074	0.629502836624617	0.000846193533739877	LOC140347266,lmx1bb,angptl2b,LOC140346790,slc15a4,glt1d1,LOC140346434,rimbp2b,LOC140347168,tmc1,zfand5a,gatd3l,adra1aa,vps33a,LOC140346648,LOC140347181	-0.36528248628273	0.6	145	3.50292622822017	FALSE
6	27	SCAF_6	16505592	17097266	16801429	0.669975194795685	0.000565333998698491	LOC140347181,LOC140346916,LOC140347539,LOC140346617,mn1b,tgoln2,tcf7l1b,arid5a,LOC140346443,polr3d,inpp5l,nkx6.3,LOC140346787,sorbs3	0.0128557362132105	0.65	223	3.63025993962302	FALSE
6	28	SCAF_6	17098783	17596026	17347404.5	0.656597062834994	0.000561431434027564	sorbs3,pdlim2,adgra2,got1l1,adrb3a,aak1a,LOC140346546,antxr1a,kansl3,bmp1a,disp3,prkg1l,acsl2,bin3,LOC140347519,LOC140346582,gda,cunh9orf85,abhd17b	-0.113664289138483	0.65	223	3.63025993962302	FALSE
6	29	SCAF_6	17596164	18327694	17961929	0.586162012601029	0.00054583317873083	abhd17b,cemip2,trpm3,klf9,fam219ab,bco2l,LOC140346776,lzts1,adgrv1,ssh1a,sgsm1a,trpv4,fam222aa	-0.780340865023915	0.55	91	3.36155570775314	FALSE
